REF_AREA,REF_AREA_LABEL,TIME_PERIOD,OBS_VALUE
CRI,Costa Rica,2016-05-01,-0.112742
CRI,Costa Rica,2016-06-01,-1.006795
CRI,Costa Rica,2016-07-01,0.534539
CRI,Costa Rica,2016-08-01,0.427982
CRI,Costa Rica,2016-09-01,-1.514608
CRI,Costa Rica,2016-10-01,-1.933333
CRI,Costa Rica,2016-11-01,-2.300339
CRI,Costa Rica,2016-12-01,-1.129726
CRI,Costa Rica,2017-01-01,-0.494364
CRI,Costa Rica,2017-02-01,0.764962
CRI,Costa Rica,2017-03-01,0.721869
CRI,Costa Rica,2017-04-01,0.13339
CRI,Costa Rica,2017-05-01,-0.003256
CRI,Costa Rica,2017-06-01,1.552832
CRI,Costa Rica,2017-07-01,2.179739
CRI,Costa Rica,2017-08-01,1.1357
CRI,Costa Rica,2017-09-01,2.760052
CRI,Costa Rica,2017-10-01,3.769008
CRI,Costa Rica,2017-11-01,4.376588
CRI,Costa Rica,2017-12-01,3.487416
CRI,Costa Rica,2018-01-01,2.277094
CRI,Costa Rica,2018-02-01,1.609748
CRI,Costa Rica,2018-03-01,2.998265
CRI,Costa Rica,2018-04-01,2.922001
CRI,Costa Rica,2018-05-01,2.499484
CRI,Costa Rica,2018-06-01,1.397993
CRI,Costa Rica,2018-07-01,0.452666
CRI,Costa Rica,2018-08-01,1.518652
CRI,Costa Rica,2018-09-01,1.891962
CRI,Costa Rica,2018-10-01,1.121761
CRI,Costa Rica,2018-11-01,0.686678
CRI,Costa Rica,2018-12-01,0.296944
CRI,Costa Rica,2019-01-01,-0.689197
CRI,Costa Rica,2019-02-01,-0.961639
CRI,Costa Rica,2019-03-01,-1.033808
CRI,Costa Rica,2019-04-01,-0.361983
CRI,Costa Rica,2019-05-01,0.558014
CRI,Costa Rica,2019-06-01,1.508006
CRI,Costa Rica,2019-07-01,2.703756
CRI,Costa Rica,2019-08-01,2.205975
CRI,Costa Rica,2019-09-01,1.734518
CRI,Costa Rica,2019-10-01,1.64656
CRI,Costa Rica,2019-11-01,1.838969
CRI,Costa Rica,2019-12-01,0.473286
CRI,Costa Rica,2020-01-01,-0.339674
CRI,Costa Rica,2020-02-01,1.013239
CRI,Costa Rica,2020-03-01,1.836521
CRI,Costa Rica,2020-04-01,0.887124
CRI,Costa Rica,2020-05-01,0.217966
CRI,Costa Rica,2020-06-01,-0.542877
CRI,Costa Rica,2020-07-01,-1.486463
CRI,Costa Rica,2020-08-01,-0.247377
CRI,Costa Rica,2020-09-01,-0.333734
CRI,Costa Rica,2020-10-01,0.311517
CRI,Costa Rica,2020-11-01,0.778025
CRI,Costa Rica,2020-12-01,3.757043
CRI,Costa Rica,2021-01-01,5.227833
CRI,Costa Rica,2021-02-01,2.648369
CRI,Costa Rica,2021-03-01,0.472394
CRI,Costa Rica,2021-04-01,0.647978
CRI,Costa Rica,2021-05-01,0.944566
CRI,Costa Rica,2021-06-01,1.968173
CRI,Costa Rica,2021-07-01,1.122824
CRI,Costa Rica,2021-08-01,1.204819
CRI,Costa Rica,2021-09-01,2.701691
CRI,Costa Rica,2021-10-01,3.243171
CRI,Costa Rica,2021-11-01,3.615383
CRI,Costa Rica,2021-12-01,3.05
CRI,Costa Rica,2022-01-01,3.230984
CRI,Costa Rica,2022-02-01,7.328321
CRI,Costa Rica,2022-03-01,9.548973
CRI,Costa Rica,2022-04-01,11.843052
CRI,Costa Rica,2022-05-01,13.904375
CRI,Costa Rica,2022-06-01,15.940172
CRI,Costa Rica,2022-07-01,21.059881
CRI,Costa Rica,2022-08-01,22.43835
CRI,Costa Rica,2022-09-01,20.734161
CRI,Costa Rica,2022-10-01,20.695628
CRI,Costa Rica,2022-11-01,19.929379
CRI,Costa Rica,2022-12-01,19.100295
CRI,Costa Rica,2023-01-01,18.41526
CRI,Costa Rica,2023-02-01,14.285714
CRI,Costa Rica,2023-03-01,12.258065
CRI,Costa Rica,2023-04-01,9.893993
CRI,Costa Rica,2023-05-01,7.569444
CRI,Costa Rica,2023-06-01,3.846154
CRI,Costa Rica,2023-07-01,-0.839793
CRI,Costa Rica,2023-08-01,-2.281369
CRI,Costa Rica,2023-09-01,-3.059273
CRI,Costa Rica,2023-10-01,-3.598485
CRI,Costa Rica,2023-11-01,-5.32248
CRI,Costa Rica,2023-12-01,-5.139319
CRI,Costa Rica,2024-01-01,-4.770756
CRI,Costa Rica,2024-02-01,-3.724747
CRI,Costa Rica,2024-03-01,-2.745849
CRI,Costa Rica,2024-04-01,-0.96463
CRI,Costa Rica,2024-05-01,-1.420271
CRI,Costa Rica,2024-06-01,-1.494477
CRI,Costa Rica,2024-07-01,-0.716612
CRI,Costa Rica,2024-08-01,0.0
CRI,Costa Rica,2024-09-01,0.065746
CRI,Costa Rica,2024-10-01,-1.375246
CRI,Costa Rica,2024-11-01,0.859788
CRI,Costa Rica,2024-12-01,2.610966
CRI,Costa Rica,2025-01-01,6.050748
CRI,Costa Rica,2025-02-01,6.754098
CRI,Costa Rica,2025-03-01,5.187131
CRI,Costa Rica,2025-04-01,1.688312
CRI,Costa Rica,2025-05-01,0.851343
CRI,Costa Rica,2025-06-01,1.583113
CIV,Cote d'Ivoire,2001-01-01,7.174927
CIV,Cote d'Ivoire,2001-02-01,8.577182
CIV,Cote d'Ivoire,2001-03-01,5.164526
CIV,Cote d'Ivoire,2001-04-01,3.502975
CIV,Cote d'Ivoire,2001-05-01,5.040826
CIV,Cote d'Ivoire,2001-06-01,3.945105
CIV,Cote d'Ivoire,2001-07-01,2.624494
CIV,Cote d'Ivoire,2001-08-01,4.5554
CIV,Cote d'Ivoire,2001-09-01,5.857864
CIV,Cote d'Ivoire,2001-10-01,5.540595
CIV,Cote d'Ivoire,2001-11-01,7.63429
CIV,Cote d'Ivoire,2001-12-01,7.022111
CIV,Cote d'Ivoire,2002-01-01,5.178994
CIV,Cote d'Ivoire,2002-02-01,4.645819
CIV,Cote d'Ivoire,2002-03-01,3.544505
CIV,Cote d'Ivoire,2002-04-01,4.812176
CIV,Cote d'Ivoire,2002-05-01,3.708633
CIV,Cote d'Ivoire,2002-06-01,3.466583
CIV,Cote d'Ivoire,2002-07-01,2.340773
CIV,Cote d'Ivoire,2002-08-01,2.507543
CIV,Cote d'Ivoire,2002-09-01,4.452829
CIV,Cote d'Ivoire,2002-10-01,7.084566
CIV,Cote d'Ivoire,2002-11-01,8.771985
CIV,Cote d'Ivoire,2002-12-01,11.742269
CIV,Cote d'Ivoire,2003-01-01,8.768065
CIV,Cote d'Ivoire,2003-02-01,8.421084
CIV,Cote d'Ivoire,2003-03-01,8.128174
CIV,Cote d'Ivoire,2003-04-01,7.178361
CIV,Cote d'Ivoire,2003-05-01,7.113085
CIV,Cote d'Ivoire,2003-06-01,6.513807
CIV,Cote d'Ivoire,2003-07-01,5.204385
CIV,Cote d'Ivoire,2003-08-01,4.70062
CIV,Cote d'Ivoire,2003-09-01,1.070954
CIV,Cote d'Ivoire,2003-10-01,-1.925323
CIV,Cote d'Ivoire,2003-11-01,-3.38202
CIV,Cote d'Ivoire,2003-12-01,-5.918509
CIV,Cote d'Ivoire,2004-01-01,-4.244348
CIV,Cote d'Ivoire,2004-02-01,-5.700822
CIV,Cote d'Ivoire,2004-03-01,-5.447302
CIV,Cote d'Ivoire,2004-04-01,-4.648401
CIV,Cote d'Ivoire,2004-05-01,-4.507215
CIV,Cote d'Ivoire,2004-06-01,-6.1196
CIV,Cote d'Ivoire,2004-07-01,-3.332748
CIV,Cote d'Ivoire,2004-08-01,-3.801187
CIV,Cote d'Ivoire,2004-09-01,-2.350535
CIV,Cote d'Ivoire,2004-10-01,-2.425693
CIV,Cote d'Ivoire,2004-11-01,1.446888
CIV,Cote d'Ivoire,2004-12-01,-0.318482
CIV,Cote d'Ivoire,2005-01-01,-0.078748
CIV,Cote d'Ivoire,2005-02-01,0.908447
CIV,Cote d'Ivoire,2005-03-01,1.272811
CIV,Cote d'Ivoire,2005-04-01,0.726469
CIV,Cote d'Ivoire,2005-05-01,1.29499
CIV,Cote d'Ivoire,2005-06-01,2.882392
CIV,Cote d'Ivoire,2005-07-01,3.227545
CIV,Cote d'Ivoire,2005-08-01,3.824247
CIV,Cote d'Ivoire,2005-09-01,4.982052
CIV,Cote d'Ivoire,2005-10-01,5.32312
CIV,Cote d'Ivoire,2005-11-01,1.859464
CIV,Cote d'Ivoire,2005-12-01,3.397834
CIV,Cote d'Ivoire,2006-01-01,1.987396
CIV,Cote d'Ivoire,2006-02-01,2.593213
CIV,Cote d'Ivoire,2006-03-01,3.016363
CIV,Cote d'Ivoire,2006-04-01,2.60764
CIV,Cote d'Ivoire,2006-05-01,2.217993
CIV,Cote d'Ivoire,2006-06-01,4.015243
CIV,Cote d'Ivoire,2006-07-01,4.174493
CIV,Cote d'Ivoire,2006-08-01,4.405388
CIV,Cote d'Ivoire,2006-09-01,2.20901
CIV,Cote d'Ivoire,2006-10-01,2.136941
CIV,Cote d'Ivoire,2006-11-01,3.249943
CIV,Cote d'Ivoire,2006-12-01,3.315024
CIV,Cote d'Ivoire,2007-01-01,5.169106
CIV,Cote d'Ivoire,2007-02-01,6.896358
CIV,Cote d'Ivoire,2007-03-01,7.771218
CIV,Cote d'Ivoire,2007-04-01,7.028596
CIV,Cote d'Ivoire,2007-05-01,6.549146
CIV,Cote d'Ivoire,2007-06-01,4.4507
CIV,Cote d'Ivoire,2007-07-01,3.874269
CIV,Cote d'Ivoire,2007-08-01,4.188097
CIV,Cote d'Ivoire,2007-09-01,5.147615
CIV,Cote d'Ivoire,2007-10-01,5.319969
CIV,Cote d'Ivoire,2007-11-01,3.878327
CIV,Cote d'Ivoire,2007-12-01,4.64939
CIV,Cote d'Ivoire,2008-01-01,3.963079
CIV,Cote d'Ivoire,2008-02-01,5.668724
CIV,Cote d'Ivoire,2008-03-01,7.880169
CIV,Cote d'Ivoire,2008-04-01,10.133132
CIV,Cote d'Ivoire,2008-05-01,10.752106
CIV,Cote d'Ivoire,2008-06-01,11.847263
CIV,Cote d'Ivoire,2008-07-01,15.706079
CIV,Cote d'Ivoire,2008-08-01,14.16321
CIV,Cote d'Ivoire,2008-09-01,14.898472
CIV,Cote d'Ivoire,2008-10-01,13.790892
CIV,Cote d'Ivoire,2008-11-01,13.466741
CIV,Cote d'Ivoire,2008-12-01,16.661072
CIV,Cote d'Ivoire,2009-01-01,15.533053
CIV,Cote d'Ivoire,2009-02-01,11.661096
CIV,Cote d'Ivoire,2009-03-01,5.316872
CIV,Cote d'Ivoire,2009-04-01,5.453391
CIV,Cote d'Ivoire,2009-05-01,6.248088
CIV,Cote d'Ivoire,2009-06-01,1.990622
CIV,Cote d'Ivoire,2009-07-01,-0.729015
CIV,Cote d'Ivoire,2009-08-01,1.112113
CIV,Cote d'Ivoire,2009-09-01,-0.344251
CIV,Cote d'Ivoire,2009-10-01,-0.811965
CIV,Cote d'Ivoire,2009-11-01,0.137662
CIV,Cote d'Ivoire,2009-12-01,-2.653289
CIV,Cote d'Ivoire,2010-01-01,0.528561
CIV,Cote d'Ivoire,2010-02-01,0.133022
CIV,Cote d'Ivoire,2010-03-01,2.020303
CIV,Cote d'Ivoire,2010-04-01,4.756703
CIV,Cote d'Ivoire,2010-05-01,2.545588
CIV,Cote d'Ivoire,2010-06-01,5.917679
CIV,Cote d'Ivoire,2010-07-01,5.781725
CIV,Cote d'Ivoire,2010-08-01,4.429871
CIV,Cote d'Ivoire,2010-09-01,5.640329
CIV,Cote d'Ivoire,2010-10-01,9.149367
CIV,Cote d'Ivoire,2010-11-01,12.933559
CIV,Cote d'Ivoire,2010-12-01,16.633291
CIV,Cote d'Ivoire,2011-01-01,11.524545
CIV,Cote d'Ivoire,2011-02-01,12.272631
CIV,Cote d'Ivoire,2011-03-01,15.564125
CIV,Cote d'Ivoire,2011-04-01,25.71361
CIV,Cote d'Ivoire,2011-05-01,16.757398
CIV,Cote d'Ivoire,2011-06-01,9.022958
CIV,Cote d'Ivoire,2011-07-01,7.760614
CIV,Cote d'Ivoire,2011-08-01,8.280767
CIV,Cote d'Ivoire,2011-09-01,8.200081
CIV,Cote d'Ivoire,2011-10-01,6.012856
CIV,Cote d'Ivoire,2011-11-01,3.006579
CIV,Cote d'Ivoire,2011-12-01,-0.291172
CIV,Cote d'Ivoire,2012-01-01,1.224243
CIV,Cote d'Ivoire,2012-02-01,1.091976
CIV,Cote d'Ivoire,2012-03-01,-2.822141
CIV,Cote d'Ivoire,2012-04-01,-14.012171
CIV,Cote d'Ivoire,2012-05-01,-6.907315
CIV,Cote d'Ivoire,2012-06-01,0.173565
CIV,Cote d'Ivoire,2012-07-01,2.058164
CIV,Cote d'Ivoire,2012-08-01,1.823973
CIV,Cote d'Ivoire,2012-09-01,2.400112
CIV,Cote d'Ivoire,2012-10-01,5.212421
CIV,Cote d'Ivoire,2012-11-01,4.040241
CIV,Cote d'Ivoire,2012-12-01,5.45833
CIV,Cote d'Ivoire,2013-01-01,4.744821
CIV,Cote d'Ivoire,2013-02-01,4.130507
CIV,Cote d'Ivoire,2013-03-01,4.178711
CIV,Cote d'Ivoire,2013-04-01,4.779921
CIV,Cote d'Ivoire,2013-05-01,2.98833
CIV,Cote d'Ivoire,2013-06-01,1.786769
CIV,Cote d'Ivoire,2013-07-01,1.05259
CIV,Cote d'Ivoire,2013-08-01,1.262356
CIV,Cote d'Ivoire,2013-09-01,1.543689
CIV,Cote d'Ivoire,2013-10-01,-0.09692
CIV,Cote d'Ivoire,2013-11-01,-0.462009
CIV,Cote d'Ivoire,2013-12-01,-2.397365
CIV,Cote d'Ivoire,2014-01-01,-3.308448
CIV,Cote d'Ivoire,2014-02-01,-3.619491
CIV,Cote d'Ivoire,2014-03-01,-4.31097
CIV,Cote d'Ivoire,2014-04-01,-4.194499
CIV,Cote d'Ivoire,2014-05-01,-0.167712
CIV,Cote d'Ivoire,2014-06-01,-1.335888
CIV,Cote d'Ivoire,2014-07-01,0.382912
CIV,Cote d'Ivoire,2014-08-01,-0.552982
CIV,Cote d'Ivoire,2014-09-01,-3.093414
CIV,Cote d'Ivoire,2014-10-01,-1.383796
CIV,Cote d'Ivoire,2014-11-01,-2.247346
CIV,Cote d'Ivoire,2014-12-01,-1.405598
CIV,Cote d'Ivoire,2015-01-01,0.939605
CIV,Cote d'Ivoire,2015-02-01,1.160884
CIV,Cote d'Ivoire,2015-03-01,3.267361
CIV,Cote d'Ivoire,2015-04-01,2.550122
CIV,Cote d'Ivoire,2015-05-01,1.723017
CIV,Cote d'Ivoire,2015-06-01,3.299763
CIV,Cote d'Ivoire,2015-07-01,0.782889
CIV,Cote d'Ivoire,2015-08-01,0.999345
CIV,Cote d'Ivoire,2015-09-01,0.738352
CIV,Cote d'Ivoire,2015-10-01,0.126103
CIV,Cote d'Ivoire,2015-11-01,3.172578
CIV,Cote d'Ivoire,2015-12-01,5.770043
CIV,Cote d'Ivoire,2016-01-01,2.001985
CIV,Cote d'Ivoire,2016-02-01,3.40249
CIV,Cote d'Ivoire,2016-03-01,5.410987
CIV,Cote d'Ivoire,2016-04-01,7.730061
CIV,Cote d'Ivoire,2016-05-01,8.980505
CIV,Cote d'Ivoire,2016-06-01,4.708307
CIV,Cote d'Ivoire,2016-07-01,1.625691
CIV,Cote d'Ivoire,2016-08-01,-1.135442
CIV,Cote d'Ivoire,2016-09-01,2.021904
CIV,Cote d'Ivoire,2016-10-01,2.015113
CIV,Cote d'Ivoire,2016-11-01,1.978566
CIV,Cote d'Ivoire,2016-12-01,-2.076677
CIV,Cote d'Ivoire,2017-01-01,2.43309
CIV,Cote d'Ivoire,2017-02-01,0.24077
CIV,Cote d'Ivoire,2017-03-01,-1.018809
CIV,Cote d'Ivoire,2017-04-01,-1.670463
CIV,Cote d'Ivoire,2017-05-01,-3.665689
CIV,Cote d'Ivoire,2017-06-01,-2.195307
CIV,Cote d'Ivoire,2017-07-01,1.654846
CIV,Cote d'Ivoire,2017-08-01,4.265792
CIV,Cote d'Ivoire,2017-09-01,3.385632
CIV,Cote d'Ivoire,2017-10-01,1.646091
CIV,Cote d'Ivoire,2017-11-01,-1.293452
CIV,Cote d'Ivoire,2017-12-01,1.223491
CIV,Cote d'Ivoire,2018-01-01,-0.950119
CIV,Cote d'Ivoire,2018-02-01,-0.640512
CIV,Cote d'Ivoire,2018-03-01,1.187648
CIV,Cote d'Ivoire,2018-04-01,-1.235521
CIV,Cote d'Ivoire,2018-05-01,-5.251142
CIV,Cote d'Ivoire,2018-06-01,-1.23839
CIV,Cote d'Ivoire,2018-07-01,-1.085271
CIV,Cote d'Ivoire,2018-08-01,1.494886
CIV,Cote d'Ivoire,2018-09-01,-0.638978
CIV,Cote d'Ivoire,2018-10-01,0.48583
CIV,Cote d'Ivoire,2018-11-01,1.084619
CIV,Cote d'Ivoire,2018-12-01,1.361162
CIV,Cote d'Ivoire,2019-01-01,-4.670166
CIV,Cote d'Ivoire,2019-02-01,-4.355717
CIV,Cote d'Ivoire,2019-03-01,-6.684176
CIV,Cote d'Ivoire,2019-04-01,-5.26032
CIV,Cote d'Ivoire,2019-05-01,-0.230833
CIV,Cote d'Ivoire,2019-06-01,-2.301672
CIV,Cote d'Ivoire,2019-07-01,-3.625497
CIV,Cote d'Ivoire,2019-08-01,-6.853853
CIV,Cote d'Ivoire,2019-09-01,-2.956916
CIV,Cote d'Ivoire,2019-10-01,-3.085299
CIV,Cote d'Ivoire,2019-11-01,-1.00365
CIV,Cote d'Ivoire,2019-12-01,-1.79051
CIV,Cote d'Ivoire,2020-01-01,3.834414
CIV,Cote d'Ivoire,2020-02-01,5.502846
CIV,Cote d'Ivoire,2020-03-01,5.665722
CIV,Cote d'Ivoire,2020-04-01,5.669145
CIV,Cote d'Ivoire,2020-05-01,3.626473
CIV,Cote d'Ivoire,2020-06-01,4.69738
CIV,Cote d'Ivoire,2020-07-01,4.395604
CIV,Cote d'Ivoire,2020-08-01,4.610264
CIV,Cote d'Ivoire,2020-09-01,2.287212
CIV,Cote d'Ivoire,2020-10-01,5.02036
CIV,Cote d'Ivoire,2020-11-01,2.174884
CIV,Cote d'Ivoire,2020-12-01,2.839793
CIV,Cote d'Ivoire,2021-01-01,3.236355
CIV,Cote d'Ivoire,2021-02-01,5.594881
CIV,Cote d'Ivoire,2021-03-01,5.24023
CIV,Cote d'Ivoire,2021-04-01,5.2585
CIV,Cote d'Ivoire,2021-05-01,7.086614
CIV,Cote d'Ivoire,2021-06-01,6.039689
CIV,Cote d'Ivoire,2021-07-01,7.8221
CIV,Cote d'Ivoire,2021-08-01,8.762697
CIV,Cote d'Ivoire,2021-09-01,10.644186
CIV,Cote d'Ivoire,2021-10-01,8.915828
CIV,Cote d'Ivoire,2021-11-01,11.40202
CIV,Cote d'Ivoire,2021-12-01,12.218868
CIV,Cote d'Ivoire,2022-01-01,11.877589
CIV,Cote d'Ivoire,2022-02-01,8.783166
CIV,Cote d'Ivoire,2022-03-01,8.437381
CIV,Cote d'Ivoire,2022-04-01,7.454184
CIV,Cote d'Ivoire,2022-05-01,4.330065
CIV,Cote d'Ivoire,2022-06-01,9.845403
CIV,Cote d'Ivoire,2022-07-01,8.935126
CIV,Cote d'Ivoire,2022-08-01,10.873147
CIV,Cote d'Ivoire,2022-09-01,10.778261
CIV,Cote d'Ivoire,2022-10-01,9.608648
CIV,Cote d'Ivoire,2022-11-01,8.502024
CIV,Cote d'Ivoire,2022-12-01,6.71406
CIV,Cote d'Ivoire,2023-01-01,5.981978
CIV,Cote d'Ivoire,2023-02-01,5.531119
CIV,Cote d'Ivoire,2023-03-01,7.439311
CIV,Cote d'Ivoire,2023-04-01,7.620529
CIV,Cote d'Ivoire,2023-05-01,7.595928
CIV,Cote d'Ivoire,2023-06-01,5.925926
CIV,Cote d'Ivoire,2023-07-01,7.76699
CIV,Cote d'Ivoire,2023-08-01,5.538009
CIV,Cote d'Ivoire,2023-09-01,6.473214
CIV,Cote d'Ivoire,2023-10-01,5.75056
CIV,Cote d'Ivoire,2023-11-01,6.19403
CIV,Cote d'Ivoire,2023-12-01,6.735751
CIV,Cote d'Ivoire,2024-01-01,4.457652
CIV,Cote d'Ivoire,2024-02-01,5.78635
CIV,Cote d'Ivoire,2024-03-01,4.446064
CIV,Cote d'Ivoire,2024-04-01,5.117534
CIV,Cote d'Ivoire,2024-05-01,8.572585
CIV,Cote d'Ivoire,2024-06-01,5.658824
CIV,Cote d'Ivoire,2024-07-01,5.100262
CIV,Cote d'Ivoire,2024-08-01,7.001442
CIV,Cote d'Ivoire,2024-09-01,2.445842
CIV,Cote d'Ivoire,2024-10-01,2.184543
CIV,Cote d'Ivoire,2024-11-01,1.953209
CIV,Cote d'Ivoire,2024-12-01,0.999626
CIV,Cote d'Ivoire,2025-01-01,4.184438
CIV,Cote d'Ivoire,2025-02-01,2.132862
CIV,Cote d'Ivoire,2025-03-01,2.61309
CIV,Cote d'Ivoire,2025-04-01,2.520257
CIV,Cote d'Ivoire,2025-05-01,0.074261
CIV,Cote d'Ivoire,2025-06-01,-1.007323
HRV,Croatia,2001-01-01,2.425107
HRV,Croatia,2001-02-01,1.55587
HRV,Croatia,2001-03-01,1.84136
HRV,Croatia,2001-04-01,2.106742
HRV,Croatia,2001-05-01,3.910615
HRV,Croatia,2001-06-01,4.64135
HRV,Croatia,2001-07-01,2.961918
HRV,Croatia,2001-08-01,2.121641
HRV,Croatia,2001-09-01,2.247191
HRV,Croatia,2001-10-01,1.843972
HRV,Croatia,2001-11-01,1.991465
HRV,Croatia,2001-12-01,2.668539
HRV,Croatia,2002-01-01,4.038997
HRV,Croatia,2002-02-01,3.342618
HRV,Croatia,2002-03-01,2.086231
HRV,Croatia,2002-04-01,1.100413
HRV,Croatia,2002-05-01,-0.403226
HRV,Croatia,2002-06-01,-2.419355
HRV,Croatia,2002-07-01,-1.643836
HRV,Croatia,2002-08-01,-0.277008
HRV,Croatia,2002-09-01,-1.648352
HRV,Croatia,2002-10-01,-0.696379
HRV,Croatia,2002-11-01,-0.13947
HRV,Croatia,2002-12-01,-0.820793
HRV,Croatia,2003-01-01,-2.008032
HRV,Croatia,2003-02-01,-1.078167
HRV,Croatia,2003-03-01,0.817439
HRV,Croatia,2003-04-01,0.952381
HRV,Croatia,2003-05-01,1.48448
HRV,Croatia,2003-06-01,1.790634
HRV,Croatia,2003-07-01,2.367688
HRV,Croatia,2003-08-01,1.944444
HRV,Croatia,2003-09-01,3.910615
HRV,Croatia,2003-10-01,3.646564
HRV,Croatia,2003-11-01,3.49162
HRV,Croatia,2003-12-01,2.758621
HRV,Croatia,2004-01-01,4.781421
HRV,Croatia,2004-02-01,4.359673
HRV,Croatia,2004-03-01,3.378378
HRV,Croatia,2004-04-01,2.425876
HRV,Croatia,2004-05-01,0.797872
HRV,Croatia,2004-06-01,1.623816
HRV,Croatia,2004-07-01,0.408163
HRV,Croatia,2004-08-01,-0.27248
HRV,Croatia,2004-09-01,-1.612903
HRV,Croatia,2004-10-01,-1.217862
HRV,Croatia,2004-11-01,0.0
HRV,Croatia,2004-12-01,2.416107
HRV,Croatia,2005-01-01,1.434159
HRV,Croatia,2005-02-01,4.438642
HRV,Croatia,2005-03-01,5.490196
HRV,Croatia,2005-04-01,4.342105
HRV,Croatia,2005-05-01,4.08971
HRV,Croatia,2005-06-01,4.12783
HRV,Croatia,2005-07-01,4.607046
HRV,Croatia,2005-08-01,5.327869
HRV,Croatia,2005-09-01,5.737705
HRV,Croatia,2005-10-01,6.712329
HRV,Croatia,2005-11-01,4.8583
HRV,Croatia,2005-12-01,3.800786
HRV,Croatia,2006-01-01,4.113111
HRV,Croatia,2006-02-01,2.625
HRV,Croatia,2006-03-01,0.991326
HRV,Croatia,2006-04-01,2.395965
HRV,Croatia,2006-05-01,3.675539
HRV,Croatia,2006-06-01,3.70844
HRV,Croatia,2006-07-01,3.238342
HRV,Croatia,2006-08-01,3.372244
HRV,Croatia,2006-09-01,2.067183
HRV,Croatia,2006-10-01,0.770218
HRV,Croatia,2006-11-01,2.574003
HRV,Croatia,2006-12-01,0.757576
HRV,Croatia,2007-01-01,0.123457
HRV,Croatia,2007-02-01,-0.974421
HRV,Croatia,2007-03-01,0.122699
HRV,Croatia,2007-04-01,1.724138
HRV,Croatia,2007-05-01,1.222494
HRV,Croatia,2007-06-01,0.863132
HRV,Croatia,2007-07-01,1.380176
HRV,Croatia,2007-08-01,3.136763
HRV,Croatia,2007-09-01,6.582278
HRV,Croatia,2007-10-01,7.643312
HRV,Croatia,2007-11-01,7.779172
HRV,Croatia,2007-12-01,10.776942
HRV,Croatia,2008-01-01,11.220715
HRV,Croatia,2008-02-01,9.9631
HRV,Croatia,2008-03-01,9.681373
HRV,Croatia,2008-04-01,9.564165
HRV,Croatia,2008-05-01,10.869565
HRV,Croatia,2008-06-01,13.080685
HRV,Croatia,2008-07-01,13.737624
HRV,Croatia,2008-08-01,12.287105
HRV,Croatia,2008-09-01,9.501188
HRV,Croatia,2008-10-01,8.994083
HRV,Croatia,2008-11-01,6.868452
HRV,Croatia,2008-12-01,4.751131
HRV,Croatia,2009-01-01,4.545455
HRV,Croatia,2009-02-01,6.263982
HRV,Croatia,2009-03-01,6.145251
HRV,Croatia,2009-04-01,4.530387
HRV,Croatia,2009-05-01,2.723312
HRV,Croatia,2009-06-01,1.189189
HRV,Croatia,2009-07-01,0.217628
HRV,Croatia,2009-08-01,-0.541712
HRV,Croatia,2009-09-01,-0.976139
HRV,Croatia,2009-10-01,-1.411509
HRV,Croatia,2009-11-01,-0.980392
HRV,Croatia,2009-12-01,-1.835853
HRV,Croatia,2010-01-01,-2.651113
HRV,Croatia,2010-02-01,-3.368421
HRV,Croatia,2010-03-01,-3.473684
HRV,Croatia,2010-04-01,-2.959831
HRV,Croatia,2010-05-01,-2.757158
HRV,Croatia,2010-06-01,-2.457265
HRV,Croatia,2010-07-01,-0.977199
HRV,Croatia,2010-08-01,-0.653595
HRV,Croatia,2010-09-01,0.219058
HRV,Croatia,2010-10-01,0.220264
HRV,Croatia,2010-11-01,-0.110011
HRV,Croatia,2010-12-01,0.880088
HRV,Croatia,2011-01-01,2.396514
HRV,Croatia,2011-02-01,3.594771
HRV,Croatia,2011-03-01,4.252999
HRV,Croatia,2011-04-01,3.267974
HRV,Croatia,2011-05-01,4.252999
HRV,Croatia,2011-06-01,3.3954
HRV,Croatia,2011-07-01,2.850877
HRV,Croatia,2011-08-01,2.960526
HRV,Croatia,2011-09-01,2.95082
HRV,Croatia,2011-10-01,4.065934
HRV,Croatia,2011-11-01,4.625551
HRV,Croatia,2011-12-01,3.816794
HRV,Croatia,2012-01-01,2.12766
HRV,Croatia,2012-02-01,2.313354
HRV,Croatia,2012-03-01,1.987448
HRV,Croatia,2012-04-01,3.270042
HRV,Croatia,2012-05-01,2.51046
HRV,Croatia,2012-06-01,3.283898
HRV,Croatia,2012-07-01,4.051173
HRV,Croatia,2012-08-01,4.685836
HRV,Croatia,2012-09-01,5.52017
HRV,Croatia,2012-10-01,4.857445
HRV,Croatia,2012-11-01,4.315789
HRV,Croatia,2012-12-01,5.567227
HRV,Croatia,2013-01-01,6.25
HRV,Croatia,2013-02-01,5.241521
HRV,Croatia,2013-03-01,4.512821
HRV,Croatia,2013-04-01,4.902962
HRV,Croatia,2013-05-01,6.020408
HRV,Croatia,2013-06-01,6.051282
HRV,Croatia,2013-07-01,4.20082
HRV,Croatia,2013-08-01,3.763988
HRV,Croatia,2013-09-01,2.414487
HRV,Croatia,2013-10-01,1.208459
HRV,Croatia,2013-11-01,0.605449
HRV,Croatia,2013-12-01,-0.298507
HRV,Croatia,2014-01-01,-0.784314
HRV,Croatia,2014-02-01,-1.367188
HRV,Croatia,2014-03-01,-1.275761
HRV,Croatia,2014-04-01,-2.336904
